neighborhood,beds,baths,sqft,lotsize,year,type,levels,cooling,heating,fireplace,soldprice,elementary,elementary_size,elementary_rating,middle,middle_size,middle_rating,high,high_size,high_rating,pct_built
Orange,2,1.0,1146.0,0.14,2009,single-family home,1,Yes,Yes,No,1518000,Lion Elementary,700,6,Fox Middle,550,6,Summit High,800,7,18.7918142463597
Orange,5,2.0,3262.0,0.44,1959,single-family home,1,No,No,Yes,1458000,Lion Elementary,700,6,Jackal Middle,850,4,Atlas High,950,2,17.019367225978797
Orange,4,1.5,2306.0,0.31,1940,townhouse,1,No,No,No,710000,Lion Elementary,700,6,Fox Middle,550,6,Atlas High,950,2,17.076927634112383
Orange,1,1.0,630.0,0.08,2015,single-family home,1,Yes,Yes,No,1176000,Lion Elementary,700,6,Dhole Middle,700,7,Glacier High,1050,3,18.07851239669421
Orange,3,1.5,2029.0,0.42,1975,condo,1,No,No,No,740000,Leopard Elementary,900,5,Fox Middle,550,6,Summit High,800,7,11.09034063579518
Orange,6,4.5,4911.0,0.43,1979,single-family home,2,No,No,No,1642000,Leopard Elementary,900,5,Dhole Middle,700,7,Summit High,800,7,26.218848100454867
Orange,5,3.5,2970.0,0.4,1941,condo,1,No,No,Yes,793000,Jaguar Elementary,600,2,Fox Middle,550,6,Glacier High,1050,3,17.045454545454543
Orange,2,1.0,1045.0,0.22,1972,condo,1,Yes,No,Yes,709000,Jaguar Elementary,600,2,Fox Middle,550,6,Glacier High,1050,3,10.904499540863176
Orange,2,1.0,977.0,0.12,1970,single-family home,1,No,No,No,1119000,Leopard Elementary,900,5,Jackal Middle,850,4,Summit High,800,7,18.69069482705846
Orange,4,1.5,1980.0,0.57,1954,townhouse,1,No,No,No,682000,Lion Elementary,700,6,Fox Middle,550,6,Atlas High,950,2,7.974481658692185
Orange,3,1.5,1760.0,0.22,1987,single-family home,2,Yes,No,No,1496000,Jaguar Elementary,600,2,Dhole Middle,700,7,Summit High,800,7,18.365472910927455
Orange,5,3.5,2813.0,0.32,1966,single-family home,2,No,No,No,1611000,Lion Elementary,700,6,Dhole Middle,700,7,Summit High,800,7,20.18049816345271
Orange,1,1.0,603.0,0.2679646962127332,1979,condo,1,No,No,No,515000,Jaguar Elementary,600,2,Fox Middle,550,6,Atlas High,950,2,
Orange,2,1.0,857.0,0.15,2015,townhouse,1,Yes,No,Yes,881000,Leopard Elementary,900,5,Jackal Middle,850,4,Atlas High,950,2,13.116008570554024
Orange,4,2.5,2863.0,0.6,1949,single-family home,1,No,No,Yes,1322000,Puma Elementary,750,7,Fox Middle,550,6,Summit High,800,7,10.954239363330272
Orange,4,2.0,1769.0,0.41,1989,townhouse,1,Yes,No,Yes,881000,Puma Elementary,750,7,Jackal Middle,850,4,Glacier High,1050,3,9.905037066899595
Orange,6,4.0,3717.0,0.28,1989,townhouse,2,No,No,Yes,1045000,Jaguar Elementary,600,2,Jackal Middle,850,4,Atlas High,950,2,30.475206611570243
Orange,6,4.5,2940.0,0.84,1979,single-family home,1,Yes,No,Yes,1590000,Leopard Elementary,900,5,Fox Middle,550,6,Atlas High,950,2,8.034894398530762
Orange,4,1.0,1741.0,0.31,1960,single-family home,1,No,No,Yes,1282000,Puma Elementary,750,7,Dhole Middle,700,7,Atlas High,950,2,12.89285820077609
Orange,3,1.0,1362.0,0.1,1978,single-family home,2,No,No,Yes,1294000,Leopard Elementary,900,5,Jackal Middle,850,4,Glacier High,1050,3,31.267217630853995
Orange,3,1.5,1789.0,0.24,1980,condo,1,Yes,No,Yes,653000,Leopard Elementary,900,5,Dhole Middle,700,7,Atlas High,950,2,17.112411998775638
Orange,3,2.0,1873.0,0.27,1984,townhouse,1,No,Yes,No,773000,Leopard Elementary,900,5,Dhole Middle,700,7,Glacier High,1050,3,15.92524572322552
Orange,6,4.5,4719.0,0.27,1999,townhouse,2,No,No,No,988000,Lion Elementary,700,6,Fox Middle,550,6,Atlas High,950,2,40.12345679012345
Orange,2,1.0,1040.0,0.18,2009,condo,1,No,Yes,No,768000,Lion Elementary,700,6,Jackal Middle,850,4,Glacier High,1050,3,13.263952657892053
Orange,5,3.5,2865.0,0.66,1992,single-family home,1,Yes,No,No,1552000,Puma Elementary,750,7,Fox Middle,550,6,Atlas High,950,2,9.965356039736205
Orange,1,1.0,634.0,0.08,1976,condo,1,No,No,No,451000,Lion Elementary,700,6,Jackal Middle,850,4,Glacier High,1050,3,18.19329660238751
Orange,1,1.0,668.0,0.15,1944,condo,1,No,No,Yes,641000,Leopard Elementary,900,5,Jackal Middle,850,4,Summit High,800,7,10.22344658708295
Orange,3,1.5,1577.0,0.26,1952,single-family home,1,No,No,No,1280000,Jaguar Elementary,600,2,Jackal Middle,850,4,Summit High,800,7,13.924207106025289
Orange,3,1.5,1352.0,0.34,1987,single-family home,1,No,Yes,Yes,1362000,Jaguar Elementary,600,2,Fox Middle,550,6,Glacier High,1050,3,9.128720358666882
Orange,3,1.5,1480.0,0.34,1965,single-family home,1,No,No,No,1236000,Lion Elementary,700,6,Jackal Middle,850,4,Glacier High,1050,3,9.992977907416408
Orange,5,4.0,3798.0,0.62,1989,condo,1,Yes,No,No,1184000,Puma Elementary,750,7,Dhole Middle,700,7,Summit High,800,7,14.062916555585177
Orange,1,1.0,606.0,0.15,2005,single-family home,1,No,No,Yes,1329000,Puma Elementary,750,7,Fox Middle,550,6,Summit High,800,7,9.274563820018365
Orange,4,1.0,1945.0,0.24,2002,townhouse,1,Yes,Yes,Yes,868000,Leopard Elementary,900,5,Dhole Middle,700,7,Atlas High,950,2,18.604606672788492
Orange,6,3.5,4121.0,0.53,1999,single-family home,1,No,No,No,1620000,Leopard Elementary,900,5,Dhole Middle,700,7,Glacier High,1050,3,17.85002685517265
Orange,4,1.0,2530.0,0.18,1961,single-family home,2,No,No,No,1594000,Lion Elementary,700,6,Dhole Middle,700,7,Summit High,800,7,32.26711560044894
Orange,4,3.0,2597.0,0.16,1973,single-family home,2,No,No,No,1400000,Jaguar Elementary,600,2,Fox Middle,550,6,Summit High,800,7,37.26182277318641
Orange,1,1.0,797.0,0.1,1964,condo,1,No,No,No,512000,Leopard Elementary,900,5,Jackal Middle,850,4,Glacier High,1050,3,18.29660238751148
Orange,4,1.0,2447.0,0.7,1992,single-family home,1,Yes,Yes,No,1472000,Jaguar Elementary,600,2,Jackal Middle,850,4,Summit High,800,7,8.02505575232848
Orange,3,1.0,1761.0,0.34,1957,condo,1,No,No,Yes,763000,Lion Elementary,700,6,Jackal Middle,850,4,Summit High,800,7,11.890293307405605
Orange,2,1.0,1253.0,0.26,1986,single-family home,1,No,Yes,Yes,1139000,Puma Elementary,750,7,Jackal Middle,850,4,Glacier High,1050,3,11.063431517976973
Orange,4,2.5,1913.0,0.55,1967,single-family home,1,No,No,Yes,1419000,Leopard Elementary,900,5,Dhole Middle,700,7,Summit High,800,7,7.984806745137322
Orange,4,1.5,1990.0,0.12,2003,single-family home,2,Yes,No,No,1419000,Leopard Elementary,900,5,Jackal Middle,850,4,Atlas High,950,2,38.07009488827671
Orange,4,2.5,2303.0,0.13,1963,single-family home,2,No,No,No,1339000,Lion Elementary,700,6,Dhole Middle,700,7,Glacier High,1050,3,40.668927032563396
Orange,5,3.5,2330.0,0.3,1985,single-family home,2,Yes,Yes,No,1348000,Leopard Elementary,900,5,Fox Middle,550,6,Atlas High,950,2,17.82981328435874
Orange,1,1.0,611.0,0.09,1994,single-family home,1,No,Yes,No,1076000,Leopard Elementary,900,5,Fox Middle,550,6,Glacier High,1050,3,15.585144373023162
Orange,3,1.0,2116.0,0.49,1954,single-family home,1,No,No,Yes,1196000,Puma Elementary,750,7,Dhole Middle,700,7,Glacier High,1050,3,9.91360731620472
Orange,6,5.0,4375.0,0.5,1952,single-family home,1,No,No,Yes,1592000,Leopard Elementary,900,5,Fox Middle,550,6,Atlas High,950,2,20.087235996326903
Orange,1,1.0,753.0,0.17,1952,townhouse,1,No,No,Yes,636000,Leopard Elementary,900,5,Dhole Middle,700,7,Atlas High,950,2,10.168530222006158
Orange,2,1.0,1326.0,0.3,1959,single-family home,1,No,No,No,1168000,Puma Elementary,750,7,Fox Middle,550,6,Atlas High,950,2,10.146923783287418
Orange,3,1.5,1882.0,0.33,1941,single-family home,1,No,No,Yes,1228000,Lion Elementary,700,6,Fox Middle,550,6,Atlas High,950,2,13.092356067562678
Orange,999,1.0,753.0,0.3346225808427663,1957,townhouse,1,No,No,No,647000,Lion Elementary,700,6,Fox Middle,550,6,Glacier High,1050,3,
Orange,5,3.0,3701.0,0.3,2014,single-family home,2,No,No,No,1696000,Leopard Elementary,900,5,Fox Middle,550,6,Glacier High,1050,3,28.321089684726047
Orange,6,5.0,3773.0,0.72,1949,townhouse,1,No,No,No,968000,Puma Elementary,750,7,Fox Middle,550,6,Glacier High,1050,3,12.030022446689115
Orange,3,1.0,1309.0,0.2,1956,townhouse,1,No,No,Yes,932000,Puma Elementary,750,7,Dhole Middle,700,7,Summit High,800,7,15.025252525252524
Orange,4,1.5,2822.0,0.29,2011,single-family home,2,Yes,No,No,1393000,Leopard Elementary,900,5,Jackal Middle,850,4,Glacier High,1050,3,22.339381273550554
Orange,6,3.0,3465.0,0.28,2011,single-family home,2,Yes,No,No,1438000,Leopard Elementary,900,5,Jackal Middle,850,4,Glacier High,1050,3,28.409090909090907
Orange,3,1.5,1628.0,0.37,1982,townhouse,1,Yes,No,No,774000,Puma Elementary,750,7,Dhole Middle,700,7,Atlas High,950,2,10.101010101010102
Orange,4,2.5,2554.0,0.29,1999,condo,1,No,No,No,916000,Leopard Elementary,900,5,Jackal Middle,850,4,Summit High,800,7,20.21785250625376
Orange,3,1.5,1413.0,0.15,1956,single-family home,2,No,No,No,1118000,Lion Elementary,700,6,Fox Middle,550,6,Glacier High,1050,3,21.62534435261708
Orange,3,1.5,1393.0,0.09,2010,single-family home,2,,,,1503000,Jaguar Elementary,600,2,Fox Middle,550,6,Summit High,800,7,35.53208856239159
Orange,4,1.0,2820.0,0.16,2011,condo,2,No,No,Yes,998000,Leopard Elementary,900,5,Jackal Middle,850,4,Glacier High,1050,3,40.46143250688705
Orange,2,1.0,1203.0,0.15,2008,single-family home,1,Yes,Yes,No,1375000,Leopard Elementary,900,5,Jackal Middle,850,4,Glacier High,1050,3,18.411386593204774
Orange,3,2.0,1779.0,0.21,1980,single-family home,1,Yes,No,No,1279000,Jaguar Elementary,600,2,Jackal Middle,850,4,Summit High,800,7,19.44772399317854
Orange,3,1.5,1481.0,0.19,1948,condo,2,No,No,Yes,534000,Leopard Elementary,900,5,Jackal Middle,850,4,Atlas High,950,2,17.894253540186554
Orange,3,2.0,1967.0,0.24,1961,single-family home,1,No,No,Yes,1176000,Jaguar Elementary,600,2,Jackal Middle,850,4,Glacier High,1050,3,18.8150443832262
Orange,6,3.5,3416.0,0.2,1949,single-family home,2,No,No,No,1600000,Jaguar Elementary,600,2,Dhole Middle,700,7,Summit High,800,7,39.21028466483012
Orange,2,1.0,1133.0,0.29,1994,single-family home,1,Yes,No,Yes,1122000,Leopard Elementary,900,5,Fox Middle,550,6,Glacier High,1050,3,8.969000348310693
Orange,6,4.0,3102.0,0.25,2011,townhouse,2,No,Yes,No,1308000,Puma Elementary,750,7,Fox Middle,550,6,Summit High,800,7,28.484848484848484
Orange,3,1.5,1222.0,0.15,1963,single-family home,1,No,No,No,1352000,Jaguar Elementary,600,2,Dhole Middle,700,7,Summit High,800,7,18.702173247627794
Orange,3,1.0,1498.0,0.18,1942,townhouse,1,No,No,No,672000,Puma Elementary,750,7,Dhole Middle,700,7,Glacier High,1050,3,19.10519334761759
Orange,1,1.0,753.0,0.13,2010,condo,1,Yes,Yes,No,664000,Jaguar Elementary,600,2,Fox Middle,550,6,Glacier High,1050,3,13.297308751854207
Orange,1,1.0,548.0,0.16,1940,condo,1,No,No,No,463000,Leopard Elementary,900,5,Dhole Middle,700,7,Glacier High,1050,3,7.862718089990817
Orange,4,3.0,2017.0,0.19,1996,single-family home,2,Yes,Yes,No,1611000,Puma Elementary,750,7,Dhole Middle,700,7,Summit High,800,7,24.370499250882027
Orange,6,3.0,3602.0,0.64,1963,townhouse,1,No,No,No,955000,Jaguar Elementary,600,2,Jackal Middle,850,4,Atlas High,950,2,12.920397153351699
Orange,3,2.0,1917.0,0.26,2016,single-family home,1,No,No,No,1543000,Jaguar Elementary,600,2,Fox Middle,550,6,Glacier High,1050,3,16.9262555626192
Orange,1,1.0,697.0,0.12,1993,single-family home,1,No,Yes,No,1240000,Puma Elementary,750,7,Fox Middle,550,6,Glacier High,1050,3,13.334098561371288
Orange,5,2.5,3442.0,0.44,1997,single-family home,1,Yes,No,No,1472000,Puma Elementary,750,7,Dhole Middle,700,7,Atlas High,950,2,17.958510727105768
Orange,3,1.5,1989.0,0.24,2011,townhouse,1,No,Yes,No,853000,Leopard Elementary,900,5,Fox Middle,550,6,Glacier High,1050,3,19.02548209366391
Orange,3,1.0,1778.0,0.7901181258146595,2010,condo,2,No,No,No,655000,Jaguar Elementary,600,2,Jackal Middle,850,4,Glacier High,1050,3,
Orange,4,1.0,2488.0,0.19,1972,condo,2,No,No,No,588000,Jaguar Elementary,600,2,Fox Middle,550,6,Atlas High,950,2,30.061379343676
Orange,3,1.0,1487.0,0.19,1980,condominium,1,Yes,No,No,857000,Leopard Elementary,900,5,Jackal Middle,850,4,Summit High,800,7,17.96674882799285
Orange,5,3.5,2837.0,0.18,1964,condo,2,No,No,No,987000,Leopard Elementary,900,5,Dhole Middle,700,7,Summit High,800,7,36.18253239465361
Orange,2,1.0,963.0,0.18,1941,single-family home,1,No,No,Yes,1200000,Leopard Elementary,900,5,Fox Middle,550,6,Summit High,800,7,12.281910009182738
Orange,1,1.0,762.0,0.13,2011,single-family home,1,No,Yes,Yes,1585000,Leopard Elementary,900,5,Fox Middle,550,6,Summit High,800,7,13.456240728968002
Orange,3,1.0,1581.0,0.14,2016,single-family home,2,No,No,No,1263000,Leopard Elementary,900,5,Fox Middle,550,6,Glacier High,1050,3,25.92483274301456
Orange,3,1.5,1984.0,0.13,1978,condo,2,Yes,No,Yes,791000,Leopard Elementary,900,5,Fox Middle,550,6,Summit High,800,7,35.03567139930776
Orange,2,1.0,909.0,0.23,1970,single-family home,1,Yes,No,No,1232000,Jaguar Elementary,600,2,Fox Middle,550,6,Summit High,800,7,9.07294286740927
Orange,6,4.0,4232.0,0.69,1986,single-family home,1,Yes,Yes,No,1448000,Jaguar Elementary,600,2,Dhole Middle,700,7,Atlas High,950,2,14.080195898377717
Orange,6,5.0,4436.0,0.28,1983,townhouse,2,No,No,No,1200000,Lion Elementary,700,6,Fox Middle,550,6,Summit High,800,7,36.37019546110455
Orange,1,1.0,686.0,0.1,1980,single-family home,1,Yes,No,No,1103000,Leopard Elementary,900,5,Jackal Middle,850,4,Glacier High,1050,3,15.748393021120293
Orange,1,1.0,628.0,0.08,1974,single-family home,1,,,,1050000,Puma Elementary,750,7,Fox Middle,550,6,Glacier High,1050,3,18.021120293847563
Orange,3,1.0,1474.0,0.2,1944,condo,1,No,No,No,771000,Jaguar Elementary,600,2,Jackal Middle,850,4,Summit High,800,7,16.91919191919192
Orange,5,3.0,3285.0,0.38,2018,single-family home,2,Yes,Yes,No,1517000,Leopard Elementary,900,5,Fox Middle,550,6,Glacier High,1050,3,19.845585036972597
Orange,3,2.0,1556.0,0.32,1985,single-family home,1,No,Yes,No,1304000,Puma Elementary,750,7,Dhole Middle,700,7,Glacier High,1050,3,11.162764003673093
Orange,4,2.5,2656.0,0.36,1979,condo,1,Yes,No,No,984000,Lion Elementary,700,6,Jackal Middle,850,4,Summit High,800,7,16.937047240077543
Orange,6,5.0,3198.0,0.46,1950,townhouse,1,No,No,Yes,1008000,Puma Elementary,750,7,Fox Middle,550,6,Atlas High,950,2,15.959995209007067
Orange,1,1.0,785.0,0.2,1965,condo,1,No,No,No,423000,Leopard Elementary,900,5,Jackal Middle,850,4,Atlas High,950,2,9.010560146923783
Orange,3,2.0,1477.0,0.09,1970,condo,2,No,No,No,751000,Leopard Elementary,900,5,Jackal Middle,850,4,Summit High,800,7,37.67472706866646
Orange,6,4.0,4936.0,0.38,1953,single-family home,2,No,No,No,1600000,Leopard Elementary,900,5,Fox Middle,550,6,Glacier High,1050,3,29.819728384321685
Orange,3,2.0,1853.0,0.21,1993,townhouse,2,No,No,No,892000,Puma Elementary,750,7,Fox Middle,550,6,Atlas High,950,2,20.256679347588438
Orange,3,2.0,2138.0,0.31,2008,townhouse,2,Yes,Yes,No,999000,Puma Elementary,750,7,Jackal Middle,850,4,Glacier High,1050,3,15.832814953049557
Orange,4,3.0,2733.0,0.16,2010,single-family home,2,No,No,No,1637000,Puma Elementary,750,7,Dhole Middle,700,7,Summit High,800,7,39.21315426997245
Orange,3,1.5,1611.0,0.14,1987,single-family home,2,No,Yes,No,1361000,Puma Elementary,750,7,Jackal Middle,850,4,Summit High,800,7,26.41676505312869
Orange,4,2.5,2851.0,0.55,1972,single-family home,1,No,No,No,1396000,Lion Elementary,700,6,Jackal Middle,850,4,Summit High,800,7,11.899991652057766
Orange,6,5.0,3934.0,0.9,1977,single-family home,1,Yes,No,No,1643000,Puma Elementary,750,7,Jackal Middle,850,4,Glacier High,1050,3,10.03469033772064
Orange,6,5.0,5265.0,2.339691750514163,1953,single-family home,2,No,No,Yes,1592000,Puma Elementary,750,7,Dhole Middle,700,7,Glacier High,1050,3,
Orange,3,1.5,1657.0,0.15,1974,single-family home,2,No,No,No,1225000,Puma Elementary,750,7,Dhole Middle,700,7,Atlas High,950,2,25.359657177838997
Orange,4,1.5,1826.0,0.16,1987,single-family home,2,No,No,No,1463000,Leopard Elementary,900,5,Fox Middle,550,6,Summit High,800,7,26.19949494949495
Orange,4,1.0,2534.0,0.32,1983,townhouse,1,Yes,Yes,No,942000,Leopard Elementary,900,5,Fox Middle,550,6,Summit High,800,7,18.17894857667585
Orange,4,1.0,2088.0,0.37,2005,single-family home,1,No,Yes,No,1324000,Jaguar Elementary,600,2,Dhole Middle,700,7,Atlas High,950,2,12.955103864194776
Orange,3,2.0,1633.0,0.34,1990,single-family home,1,No,No,Yes,1256000,Jaguar Elementary,600,2,Fox Middle,550,6,Glacier High,1050,3,11.026035758656079
Orange,5,2.0,2553.0,0.37,1961,single-family home,1,No,No,Yes,1317000,Puma Elementary,750,7,Dhole Middle,700,7,Atlas High,950,2,15.840220385674932
Orange,4,1.0,1892.0,0.24,1962,townhouse,2,No,No,No,742000,Jaguar Elementary,600,2,Fox Middle,550,6,Atlas High,950,2,18.097643097643097
Orange,1,1.0,718.0,0.16,1947,single-family home,1,No,No,Yes,1092000,Lion Elementary,700,6,Fox Middle,550,6,Atlas High,950,2,10.301882460973369
Orange,5,2.5,3224.0,0.46,1952,townhouse,1,No,No,Yes,825000,Leopard Elementary,900,5,Dhole Middle,700,7,Atlas High,950,2,16.08975126761688
Orange,6,3.0,4288.0,0.26,2018,single-family home,2,Yes,Yes,No,1752000,Puma Elementary,750,7,Jackal Middle,850,4,Atlas High,950,2,37.86112877021968
Orange,3,1.0,1300.0,0.27,1988,single-family home,1,Yes,No,No,1276000,Lion Elementary,700,6,Fox Middle,550,6,Atlas High,950,2,11.053293881576709
Orange,4,2.5,2134.0,0.41,2010,single-family home,1,No,No,Yes,1391000,Jaguar Elementary,600,2,Jackal Middle,850,4,Glacier High,1050,3,11.948755851194877
Orange,3,1.5,2001.0,0.42,2015,single-family home,1,Yes,Yes,No,1400000,Jaguar Elementary,600,2,Dhole Middle,700,7,Glacier High,1050,3,10.937295028204119
Yellow,3,1.5,1989.0,0.29,1986,condo,2,No,Yes,No,991000,Ocelot Elementary,750,10,Culpeo Middle,550,7,Valley High,750,8,15.745226560273581
Yellow,4,2.5,2339.0,0.18,1984,single-family home,2,No,No,No,1662000,Serval Elementary,750,9,Husky Middle,550,8,Mountain High,1100,9,29.83113967962453
Yellow,3,1.5,1493.0,0.34,2000,single-family home,1,Yes,No,No,1740000,Tiger Elementary,800,8,Husky Middle,550,8,Mountain High,1100,9,10.080754064711284
Yellow,4,1.5,2709.0,0.41,1981,single-family home,1,Yes,No,No,1686000,Ocelot Elementary,750,10,Culpeo Middle,550,7,Mountain High,1100,9,15.168312840153197
Yellow,3,1.0,1597.0,0.31,1991,townhouse,1,Yes,Yes,No,1045000,Tiger Elementary,800,8,Culpeo Middle,550,7,Mountain High,1100,9,11.826475902722237
Yellow,6,3.0,2858.0,0.27,1977,single-family home,2,No,No,No,1658000,Tiger Elementary,800,8,Culpeo Middle,550,7,Valley High,750,8,24.300241471958643
Yellow,4,2.5,2666.0,0.31,1984,single-family home,1,Yes,Yes,Yes,1864000,Serval Elementary,750,9,Culpeo Middle,550,7,Mountain High,1100,9,19.742883379247015
Yellow,3,2.0,1798.0,0.46,1977,multi-family home,1,No,No,No,1580000,Tiger Elementary,800,8,Culpeo Middle,550,7,Valley High,750,8,8.973130514632489
Yellow,1,1.0,683.0,0.14,1976,single-family home,1,No,No,No,1363000,Tiger Elementary,800,8,Husky Middle,550,8,Valley High,750,8,11.199658926931653
Yellow,4,2.5,2835.0,0.33,1971,condominium,2,Yes,No,No,1009000,Tiger Elementary,800,8,Culpeo Middle,550,7,Valley High,750,8,19.722013523666416
Yellow,3,1.0,2062.0,0.9163237207141889,1992,single-family home,2,No,Yes,Yes,1959000,Serval Elementary,750,9,Husky Middle,550,8,Mountain High,1100,9,
Yellow,3,2.0,2020.0,0.46,2015,condo,1,No,Yes,No,1069000,Tiger Elementary,800,8,Husky Middle,550,8,Valley High,750,8,10.081047630454744
Yellow,3,2.0,1433.0,0.17,2013,single-family home,1,Yes,No,No,1769000,Serval Elementary,750,9,Culpeo Middle,550,7,Mountain High,1100,9,19.351266677469884
Yellow,5,3.0,2408.0,0.2,1973,single-family home,2,Yes,No,No,1839000,Tiger Elementary,800,8,Husky Middle,550,8,Mountain High,1100,9,27.640036730945823
Yellow,1,1.0,704.0,0.11,2003,multi-family home,1,Yes,Yes,No,1601000,Tiger Elementary,800,8,Culpeo Middle,550,7,Mountain High,1100,9,14.692378328741965
Yellow,3,1.0,1836.0,0.42,1994,multi-family home,1,No,No,No,1320000,Tiger Elementary,800,8,Husky Middle,550,8,Valley High,750,8,10.035419126328216
Yellow,3,2.0,1840.0,0.16,2009,condo,2,Yes,No,No,1178000,Serval Elementary,750,9,Husky Middle,550,8,Valley High,750,8,26.40036730945822
Yellow,4,3.0,2004.0,0.18,1988,townhouse,2,Yes,Yes,Yes,1128000,Ocelot Elementary,750,10,Culpeo Middle,550,7,Mountain High,1100,9,25.558616467707377
